beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Hausbräu Zwickel","Brau & Bistro","Kellerbier / Zwickelbier",0,0,,"Brau & Bistro",Cottbus,Brandenburg,Deutschland,51.7607,14.3352,,"2015-06-19 21:44:29",https://untappd.com/c/194443844,https://untappd.com/beer/1130177,https://untappd.com/brewery/56339,Germany,,,,,,194443844,1130177,56339,https://untappd.s3.amazonaws.com/photo/2015_06_19/154cde68f8baf31ca307f20a54b6d0ea_raw.jpg,3.56,3.67,,0,0
Kilkenny,Guinness,"Red Ale - Irish",4.3,0,,"U-Boot, der Pub zum Abtauchen",Cottbus,Brandenburg,Deutschland,51.7598,14.3355,,"2015-06-19 23:17:27",https://untappd.com/c/194484600,https://untappd.com/beer/6337,https://untappd.com/brewery/49,Ireland,"Saint James' Gate",Leinster,,,,194484600,6337,49,https://untappd.s3.amazonaws.com/photo/2015_06_19/7568bdab8186cee314047778b18de9ed_raw.jpg,3.4,3.4,,0,0
"Holsten Pilsener","Holsten-Brauerei AG","Pilsner - German",4.8,28,,"Bahnhof Hamburg-Bergedorf",Hamburg,Hamburg,Deutschland,53.4898,10.2059,,"2015-06-20 17:55:50",https://untappd.com/c/194846788,https://untappd.com/beer/31426,https://untappd.com/brewery/668,Germany,Altona-Nord,Hamburg,,,,194846788,31426,668,https://untappd.s3.amazonaws.com/photo/2015_06_20/096b20cac8e7d8515c0dcac60f8c353b_raw.jpg,2.93,2.93,,0,0
"Blockbräu Pils",Blockbräu,"Pilsner - German",5.2,0,,Blockbräu,Hamburg,Hamburg,Deutschland,53.5456,9.96971,,"2015-06-20 19:29:03",https://untappd.com/c/194882890,https://untappd.com/beer/204835,https://untappd.com/brewery/35160,Germany,Hamburg,,,,,194882890,204835,35160,https://untappd.s3.amazonaws.com/photo/2015_06_20/9bd1bd1669158269554429a99a7ad10c_raw.jpg,3.29,3.32,,0,0
"Blockbräu Hefeweizen",Blockbräu,Hefeweizen,5.2,0,,Blockbräu,Hamburg,Hamburg,Deutschland,53.5456,9.96971,,"2015-06-20 20:37:37",https://untappd.com/c/194921469,https://untappd.com/beer/233655,https://untappd.com/brewery/35160,Germany,Hamburg,,,,,194921469,233655,35160,https://untappd.s3.amazonaws.com/photo/2015_06_20/273d545d4ed305d4d6d9c0ff62b484c0_raw.jpg,3.38,3.45,,0,0
"Overthrow Batch 1","Backlash Beer Company","IPA - Imperial / Double",8.5,0,,"The Lower Depths",Boston,MA,"United States",42.3487,-71.0938,5,"2015-07-12 17:00:06",https://untappd.com/c/202864518,https://untappd.com/beer/1152241,https://untappd.com/brewery/11162,"United States",Roxbury,MA,,,,202864518,1152241,11162,,3.75,3.74,,0,0
"Hennepin Farmhouse Saison","Brewery Ommegang","Farmhouse Ale - Saison",7.7,24,,"Ginger Exchange at Symphony",Boston,MA,"United States",42.3424,-71.0851,4.25,"2015-07-17 21:44:30",https://untappd.com/c/204432057,https://untappd.com/beer/402,https://untappd.com/brewery/249,"United States",Cooperstown,NY,,,,204432057,402,249,,3.78,3.78,,0,0
Pilsen,"Cervejaria Rasen Bier","Pilsner - Other",4.8,15,,"Moretti Churrasquinho","Porto Alegre",RS,Brasil,-30.0229,-51.1729,4,"2015-07-31 21:45:30",https://untappd.com/c/209376855,https://untappd.com/beer/96368,https://untappd.com/brewery/10833,Brazil,Gramado,"Rio Grande do Sul",,,,209376855,96368,10833,,3.21,3.25,,0,0
Weizen,"Cervejaria Rasen Bier",Hefeweizen,5.5,13,,"Moretti Churrasquinho","Porto Alegre",RS,Brasil,-30.0229,-51.1729,4.5,"2015-07-31 21:46:53",https://untappd.com/c/209378048,https://untappd.com/beer/128887,https://untappd.com/brewery/10833,Brazil,Gramado,"Rio Grande do Sul",,,,209378048,128887,10833,,3.34,3.38,,0,0
"Red Ale","Dado Bier","Red Ale - Irish",5.3,22,,,,,,,,3.5,"2015-08-03 20:09:54",https://untappd.com/c/210603420,https://untappd.com/beer/39882,https://untappd.com/brewery/5717,Brazil,"Porto Alegre","Rio Grande do Sul",,,,210603420,39882,5717,,3.31,3.35,,0,0
"India Pale Ale",Diabólica,"IPA - English",6.66,67,,,,,,,,,"2015-08-13 17:50:37",https://untappd.com/c/213886185,https://untappd.com/beer/123313,https://untappd.com/brewery/19726,Brazil,"Treze Tílias","Santa Catarina",,,,213886185,123313,19726,,3.64,3.64,,0,0
BasiliCow,"Seasons Craft Brewery","Spiced / Herbed Beer",5,16,,BierMarkt,"Porto Alegre",RS,Brasil,-30.0306,-51.2062,4,"2015-08-14 19:16:06",https://untappd.com/c/214302733,https://untappd.com/beer/1006215,https://untappd.com/brewery/17236,Brazil,"Porto Alegre","Rio Grande do Sul",,,,214302733,1006215,17236,,3.86,3.84,,0,0
CaturrIPA,"Irmãos Ferraro","IPA - American",6.7,67,,,,,,,,3.75,"2015-08-14 19:16:35",https://untappd.com/c/214303036,https://untappd.com/beer/759451,https://untappd.com/brewery/54333,Brazil,"Porto Alegre","Rio Grande do Sul",,,,214303036,759451,54333,https://untappd.s3.amazonaws.com/photo/2015_08_14/4130e8e19c610870a8ef891e64512e2e_raw.jpg,3.88,3.87,,0,0
"Ça Va","Cervejas Barco","Farmhouse Ale - Saison",6.7,36,,BierMarkt,"Porto Alegre",RS,Brasil,-30.0306,-51.2062,4.5,"2015-08-14 20:00:49",https://untappd.com/c/214333902,https://untappd.com/beer/859791,https://untappd.com/brewery/27951,Brazil,Forquilhinha,"Santa Catarina",,,,214333902,859791,27951,https://untappd.s3.amazonaws.com/photo/2015_08_14/2df8e8c7e5ba011904c51720c75caf47_raw.jpg,3.57,3.59,,1,0
Thai,"Cervejas Barco",Hefeweizen,5.3,12,,,,,,,,4,"2015-08-15 13:06:49",https://untappd.com/c/214644948,https://untappd.com/beer/806143,https://untappd.com/brewery/27951,Brazil,Forquilhinha,"Santa Catarina",,,,214644948,806143,27951,,3.59,3.6,,0,0
Lourival,"Saint Bier","Pilsner - Other",5,0,,Lourival,"Porto Alegre",RS,Brasil,-30.0219,-51.1926,,"2015-08-15 13:09:14",https://untappd.com/c/214645686,https://untappd.com/beer/570732,https://untappd.com/brewery/11724,Brazil,Forquilhinha,"Santa Catarina",,,,214645686,570732,11724,https://untappd.s3.amazonaws.com/photo/2015_08_15/c8eef8f674123c5e2145f8b18547ae8d_raw.jpg,3.54,3.63,,0,0
Witbier,Whitehead,"Wheat Beer - Witbier",5,0,,Lourival,"Porto Alegre",RS,Brasil,-30.0219,-51.1926,4.25,"2015-08-15 13:57:30",https://untappd.com/c/214665382,https://untappd.com/beer/97645,https://untappd.com/brewery/18606,Brazil,"Porto Alegre","Rio Grande do Sul",,,,214665382,97645,18606,,3.63,3.65,,0,0
"Andechser Weissbier Hell","Klosterbrauerei Andechs",Hefeweizen,5.5,14,,"Lord Hobo",Cambridge,MA,"United States",42.3688,-71.0948,4.25,"2015-08-19 21:09:58",https://untappd.com/c/216184007,https://untappd.com/beer/20464,https://untappd.com/brewery/5758,Germany,Andechs,Bayern,,,,216184007,20464,5758,https://untappd.s3.amazonaws.com/photo/2015_08_20/06ac27c61d2d15b0181111b8d1f5bc32_raw.jpg,3.73,3.73,,0,0
"Wipeout IPA","Port Brewing Company","IPA - American",7.5,78,,"Brendan Behan Pub",Boston,MA,"United States",42.3221,-71.1094,3.75,"2015-08-21 22:43:20",https://untappd.com/c/216942021,https://untappd.com/beer/3899,https://untappd.com/brewery/1009,"United States","San Marcos",CA,,,,216942021,3899,1009,,3.74,3.74,,0,0
Boss,"Cervejaria Invicta","IPA - Imperial / Double",8,115,,,,,,,,,"2015-08-23 01:29:08",https://untappd.com/c/217611435,https://untappd.com/beer/1006680,https://untappd.com/brewery/27854,Brazil,"Ribeirão Preto","São Paulo",,,,217611435,1006680,27854,,3.91,3.91,,0,0
"Union Jack IPA","Firestone Walker Brewing Company","IPA - American",7,70,,Playmakers,Waltham,MA,"United States",42.3703,-71.2371,4,"2015-09-03 20:21:39",https://untappd.com/c/221137487,https://untappd.com/beer/5428,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,221137487,5428,524,,3.81,3.81,,0,0
"Happy Sol","Somerville Brewing Company (Slumbrew)",Hefeweizen,5.5,18,,Playmakers,Waltham,MA,"United States",42.3703,-71.2371,4.25,"2015-09-03 21:37:46",https://untappd.com/c/221181005,https://untappd.com/beer/85916,https://untappd.com/brewery/16923,"United States",Somerville,MA,,,,221181005,85916,16923,,3.55,3.55,,0,0
Opal,"Firestone Walker Brewing Company","Farmhouse Ale - Saison",7.5,35,,"Saus Restaurant",Boston,MA,"United States",42.3611,-71.0571,4.25,"2015-09-13 16:21:19",https://untappd.com/c/224991949,https://untappd.com/beer/560377,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,224991949,560377,524,https://untappd.s3.amazonaws.com/photo/2015_09_13/3adb06d6d1ae23ca2ca061c1f240d550_raw.jpg,3.79,3.79,,0,0
"Dale's Pale Ale","Oskar Blues Brewery","Pale Ale - American",6.5,65,,"Roxy's Grilled Cheese",Boston,MA,"United States",42.3537,-71.1371,,"2015-09-15 14:58:20",https://untappd.com/c/225410194,https://untappd.com/beer/10759,https://untappd.com/brewery/956,"United States",Longmont,CO,,,,225410194,10759,956,,3.63,3.63,,0,0
"Allagash White","Allagash Brewing Company","Wheat Beer - Witbier",5.2,13,,"Charlie's Beer Garden",Cambridge,MA,"United States",42.3725,-71.1213,4.5,"2015-09-16 21:45:58",https://untappd.com/c/225747374,https://untappd.com/beer/5862,https://untappd.com/brewery/24,"United States",Portland,ME,,,,225747374,5862,24,,3.76,3.76,,0,0
"Plum Island Belgian White","Newburyport Brewing Company","Wheat Beer - Witbier",5.4,0,,"Miracle of Science Bar & Grill",Cambridge,MA,"United States",42.3625,-71.0988,3.5,"2015-09-17 19:11:53",https://untappd.com/c/225920787,https://untappd.com/beer/346960,https://untappd.com/brewery/59195,"United States",Newburyport,MA,,,,225920787,346960,59195,,3.61,3.61,,0,0
Groundswell,"Backlash Beer Company","Belgian Blonde",6.4,22,"awesome beer","Naco Taco",Cambridge,MA,"United States",42.3623,-71.0982,5,"2015-09-17 20:02:31",https://untappd.com/c/225946597,https://untappd.com/beer/65506,https://untappd.com/brewery/11162,"United States",Roxbury,MA,,,,225946597,65506,11162,https://untappd.s3.amazonaws.com/photo/2015_09_18/d75f3b7a244ceec11fb944678a110b3f_raw.jpg,3.6,3.6,,0,0
Salvator,"Paulaner Brauerei","Bock - Doppelbock",7.9,28,,"Paulaner Bier Garten",Boston,MA,"United States",42.3662,-71.0622,4.25,"2015-09-18 11:52:16",https://untappd.com/c/226101457,https://untappd.com/beer/4469,https://untappd.com/brewery/972,Germany,Munich,Bayern,,,,226101457,4469,972,https://untappd.s3.amazonaws.com/photo/2015_09_18/1787251d67926bd0237cefbe8ccba542_raw.jpg,3.61,3.61,,0,0
"Honey Kölsch","Rogue Ales",Kölsch,5,26,,,,,,,,4,"2015-09-19 21:11:30",https://untappd.com/c/227004957,https://untappd.com/beer/671582,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,227004957,671582,4565,,3.6,3.6,,0,0
"Hofbräu Original","Staatliches Hofbräuhaus München","Lager - Helles",5.1,24,,"Olde Magoun's Saloon",Somerville,MA,"United States",42.3968,-71.104,4,"2015-09-19 23:06:41",https://untappd.com/c/227082472,https://untappd.com/beer/38001,https://untappd.com/brewery/5566,Germany,Munich,Bayern,,,,227082472,38001,5566,,3.54,3.54,,0,0
"Samuel Adams Boston Lager","Boston Beer Company","Lager - Vienna",5,30,,"Samuel Adams Boston Brewery",Boston,MA,"United States",42.3146,-71.1029,4,"2015-09-22 15:50:12",https://untappd.com/c/227731542,https://untappd.com/beer/3914,https://untappd.com/brewery/157,"United States",Boston,MA,,,,227731542,3914,157,,3.42,3.42,,0,0
"Samuel Adams OctoberFest","Boston Beer Company",Märzen,5.3,16,,"Samuel Adams Boston Brewery",Boston,MA,"United States",42.3146,-71.1029,,"2015-09-22 15:50:34",https://untappd.com/c/227731643,https://untappd.com/beer/3942,https://untappd.com/brewery/157,"United States",Boston,MA,,,,227731643,3942,157,,3.6,3.6,,0,0
"Samuel Adams Hoppy Red","Boston Beer Company","Red Ale - American Amber / Red",5.7,44,,"Samuel Adams Boston Brewery",Boston,MA,"United States",42.3146,-71.1029,,"2015-09-22 15:59:36",https://untappd.com/c/227733178,https://untappd.com/beer/763256,https://untappd.com/brewery/157,"United States",Boston,MA,,,,227733178,763256,157,,3.37,3.37,,0,0
"Wahoo White","Ballast Point Brewing Company","Wheat Beer - Witbier",4.5,12,,,,,,,,,"2015-09-24 18:25:05",https://untappd.com/c/228251454,https://untappd.com/beer/5135,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,228251454,5135,68,https://untappd.s3.amazonaws.com/photo/2015_09_24/193b1c5ec2ede26eb166c05c8ff5c85a_raw.jpg,3.48,3.48,,0,0
Matilda,"Goose Island Beer Co.","Pale Ale - Belgian",7,26,,"Charlie's Beer Garden",Cambridge,MA,"United States",42.3725,-71.1213,4,"2015-09-29 12:51:24",https://untappd.com/c/230164116,https://untappd.com/beer/372,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,230164116,372,2898,,3.72,3.72,,0,0
"Punkin Ale","Dogfish Head Craft Brewery","Pumpkin / Yam Beer",7,28,,"Bukowski Tavern",Boston,MA,"United States",42.3472,-71.0854,,"2015-10-04 20:02:28",https://untappd.com/c/232161683,https://untappd.com/beer/4996,https://untappd.com/brewery/459,"United States",Milton,DE,,,,232161683,4996,459,,3.75,3.75,,1,0
"Weihenstephaner Comet Weisse","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,6.4,38,,"The Lower Depths",Boston,MA,"United States",42.3487,-71.0938,,"2015-10-04 21:59:41",https://untappd.com/c/232206440,https://untappd.com/beer/1106091,https://untappd.com/brewery/88,Germany,Freising,Bayern,,,,232206440,1106091,88,,3.64,3.65,,0,0
Galactica,"Clown Shoes","IPA - Imperial / Double",8,86,,"Bukowski Tavern",Boston,MA,"United States",42.3472,-71.0854,,"2015-10-05 13:28:30",https://untappd.com/c/232269743,https://untappd.com/beer/344199,https://untappd.com/brewery/7583,"United States",Boston,MA,,,,232269743,344199,7583,,3.76,3.76,,0,0
Caá-yari,"Cervejaria Bohemia","Belgian Blonde",6.5,17,,,,,,,,3.25,"2015-10-05 17:24:32",https://untappd.com/c/232305680,https://untappd.com/beer/883345,https://untappd.com/brewery/121365,Brazil,Petrópolis,"Rio de Janeiro",,,,232305680,883345,121365,https://untappd.s3.amazonaws.com/photo/2015_10_05/7b06c9fc4c837625ece84ce5a9b67e9a_raw.jpg,3.25,3.27,,0,0
"Not Your Father's Root Beer (5.9%)","Not Your Father’s","Root Beer",5.9,0,,,,,,,,,"2015-10-09 17:28:17",https://untappd.com/c/233283101,https://untappd.com/beer/867402,https://untappd.com/brewery/20144,"United States",Wauconda,IL,,,,233283101,867402,20144,https://untappd.s3.amazonaws.com/photo/2015_10_09/62e9c110fe90383f0f9fa4927da4ba9d_raw.jpg,3.99,3.99,,0,0
"Pumpkin Wheat","Shock Top Brewing Co.","Pumpkin / Yam Beer",5.1,0,,,,,,,,,"2015-10-12 13:26:54",https://untappd.com/c/234610930,https://untappd.com/beer/61125,https://untappd.com/brewery/148017,"United States","St Louis",MO,,,,234610930,61125,148017,,3.16,3.16,,0,0
"California Kölsch","Ballast Point Brewing Company",Kölsch,5.2,23,,,,,,,,,"2015-10-13 11:18:45",https://untappd.com/c/234809996,https://untappd.com/beer/1387947,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,234809996,1387947,68,,3.47,3.47,,0,0
"Big Eye","Ballast Point Brewing Company","IPA - American",7,71,,,,,,,,,"2015-10-13 11:19:22",https://untappd.com/c/234810020,https://untappd.com/beer/2447,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,234810020,2447,68,,3.73,3.73,,0,0
"Allagash White","Allagash Brewing Company","Wheat Beer - Witbier",5.2,13,,,,,,,,4.5,"2015-10-16 19:49:50",https://untappd.com/c/235739011,https://untappd.com/beer/5862,https://untappd.com/brewery/24,"United States",Portland,ME,,,,235739011,5862,24,https://untappd.s3.amazonaws.com/photo/2015_10_16/edb11dcb83d153e00130037e5c1affc3_raw.jpg,3.76,3.76,,0,0
"The Eye of Sauvin","Aeronaut Brewing Company","Belgian Blonde",7.2,35,,"Aeronaut Brewing Company",Somerville,MA,"United States",42.382,-71.1062,,"2015-10-22 20:04:11",https://untappd.com/c/237713546,https://untappd.com/beer/915696,https://untappd.com/brewery/118327,"United States",Somerville,MA,,,,237713546,915696,118327,https://untappd.s3.amazonaws.com/photo/2015_10_23/89cb77a79d38c5a29a99875933faeba2_raw.jpg,3.58,3.6,,0,0
"Saison of the Western Ghats","Aeronaut Brewing Company","Farmhouse Ale - Saison",4.7,21,,"Aeronaut Brewing Company",Somerville,MA,"United States",42.382,-71.1062,,"2015-10-22 20:51:01",https://untappd.com/c/237739925,https://untappd.com/beer/1596093,https://untappd.com/brewery/118327,"United States",Somerville,MA,,,,237739925,1596093,118327,,3.59,3.6,,0,0
Cocoasutra,"Aeronaut Brewing Company","Stout - Milk / Sweet",7,0,,"Aeronaut Brewing Company",Somerville,MA,"United States",42.382,-71.1062,,"2015-10-22 20:53:26",https://untappd.com/c/237741395,https://untappd.com/beer/1259718,https://untappd.com/brewery/118327,"United States",Somerville,MA,,,,237741395,1259718,118327,,3.79,3.77,,0,0
"Wilhelm Scream","Magic Hat Brewing Company","Pumpkin / Yam Beer",5,20,,,,,,,,4,"2015-10-25 13:48:38",https://untappd.com/c/239015934,https://untappd.com/beer/646035,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,239015934,646035,812,https://untappd.s3.amazonaws.com/photo/2015_10_25/2833a26f66b8786a1a6bdb1c43ce8f3e_raw.jpg,3.39,3.4,,0,0
"Miss Bliss","Magic Hat Brewing Company","Rye Beer",4.5,20,,,,,,,,,"2015-10-25 16:51:27",https://untappd.com/c/239104163,https://untappd.com/beer/23751,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,239104163,23751,812,https://untappd.s3.amazonaws.com/photo/2015_10_25/4becc9f2d7060c01e344d294da2d9248_raw.jpg,3.37,3.38,,0,0
"Bob's First ","Magic Hat Brewing Company","Red Ale - Irish",4.6,20,,,,,,,,,"2015-10-25 16:52:21",https://untappd.com/c/239104429,https://untappd.com/beer/1145757,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,239104429,1145757,812,https://untappd.s3.amazonaws.com/photo/2015_10_25/70996ae376d81af26a39c9d53ff7aa5a_raw.jpg,3.4,3.4,,0,0
"Green Monsta IPA","Wachusett Brewing Company","IPA - American",6.1,55,,"The Bleacher Bar",Boston,MA,"United States",42.347,-71.0967,,"2015-10-29 20:07:43",https://untappd.com/c/240044472,https://untappd.com/beer/39590,https://untappd.com/brewery/1332,"United States",Westminster,MA,,,,240044472,39590,1332,,3.53,3.53,,0,0
"Pumpkin Works Ale","BEERWORKS Brewing Co.","Pumpkin / Yam Beer",5,0,,"Boston Beer Works",Boston,MA,"United States",42.3468,-71.0993,5,"2015-10-29 21:09:02",https://untappd.com/c/240078630,https://untappd.com/beer/89853,https://untappd.com/brewery/158,"United States",Boston,MA,,,,240078630,89853,158,,3.6,3.61,,0,0
"Big Boy IPA","BEERWORKS Brewing Co.","IPA - Imperial / Double",8,60,,"Boston Beer Works",Boston,MA,"United States",42.3468,-71.0993,5,"2015-10-29 21:59:37",https://untappd.com/c/240104109,https://untappd.com/beer/79750,https://untappd.com/brewery/158,"United States",Boston,MA,,,,240104109,79750,158,,3.75,3.75,,0,0
"The Great Pumpkin Ale","Cambridge Brewing Company","Pumpkin / Yam Beer",5.4,0,,"Cambridge Brewing Company",Cambridge,MA,"United States",42.3663,-71.0913,3.5,"2015-11-06 19:45:34",https://untappd.com/c/242613694,https://untappd.com/beer/6384,https://untappd.com/brewery/1506,"United States",Cambridge,MA,,,,242613694,6384,1506,,3.5,3.51,,0,0
"Tall Tale Pale Ale","Cambridge Brewing Company","Pale Ale - American",5.8,0,,"Cambridge Brewing Company",Cambridge,MA,"United States",42.3663,-71.0913,,"2015-11-06 20:49:36",https://untappd.com/c/242663211,https://untappd.com/beer/3647,https://untappd.com/brewery/1506,"United States",Cambridge,MA,,,,242663211,3647,1506,,3.46,3.48,,0,0
"Red Barn","The Lost Abbey","Farmhouse Ale - Saison",6.7,0,,Meadhall,Cambridge,MA,"United States",42.3639,-71.0875,4.25,"2015-11-06 21:34:15",https://untappd.com/c/242697297,https://untappd.com/beer/5038,https://untappd.com/brewery/2712,"United States","San Marcos",CA,,,,242697297,5038,2712,,3.65,3.65,,0,0
"East Kent Saison","Pretty Things Beer & Ale Project","Farmhouse Ale - Saison",5.6,0,,Meadhall,Cambridge,MA,"United States",42.3639,-71.0875,4.25,"2015-11-06 22:38:06",https://untappd.com/c/242738900,https://untappd.com/beer/1283914,https://untappd.com/brewery/1529,"United States",Somerville,MA,,,,242738900,1283914,1529,,3.71,3.7,,0,0
Saison,"Allagash Brewing Company","Farmhouse Ale - Saison",6.1,0,,Meadhall,Cambridge,MA,"United States",42.3639,-71.0875,,"2015-11-06 23:18:52",https://untappd.com/c/242759856,https://untappd.com/beer/468013,https://untappd.com/brewery/24,"United States",Portland,ME,,,,242759856,468013,24,,3.64,3.64,,0,0
"White Rascal","Avery Brewing Co.","Wheat Beer - Witbier",5.6,22,,Meadhall,Cambridge,MA,"United States",42.3639,-71.0875,,"2015-11-06 23:38:25",https://untappd.com/c/242768381,https://untappd.com/beer/6109,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,242768381,6109,62,,3.62,3.62,,0,0
Budweiser,Anheuser-Busch,"Lager - American",5,12,,,,,,,,2,"2015-11-13 22:54:14",https://untappd.com/c/245061739,https://untappd.com/beer/3783,https://untappd.com/brewery/44,"United States","St. Louis",MO,,,,245061739,3783,44,,2.59,2.59,,0,0
"Kapuziner Weißbier","Kulmbacher Brauerei",Hefeweizen,5.4,13,,"The Ginger Man","New York",NY,"United States",40.7494,-73.9828,4.5,"2015-11-19 19:41:01",https://untappd.com/c/246792062,https://untappd.com/beer/13693,https://untappd.com/brewery/757,Germany,Kulmbach,Bayern,,,,246792062,13693,757,https://untappd.s3.amazonaws.com/photo/2015_11_20/62954ca82626359bdb1bb5d3d94ba2a4_raw.jpg,3.51,3.51,,0,0
"Madaquet Double IPA (Island Reserve Series)","Cisco Brewers","IPA - New England",8,65,"IPA suave","The Ginger Man","New York",NY,"United States",40.7494,-73.9828,4.5,"2015-11-19 20:16:32",https://untappd.com/c/246810963,https://untappd.com/beer/263608,https://untappd.com/brewery/1549,"United States","Nantucket Island",MA,,,,246810963,263608,1549,,3.83,3.82,,1,0
